Cluster,Probability,Label,Sentence
15,0.742962996,0,my last computer i had to bid at the second point
25,0.999998561,0,my year old granddaughter had this chromebook for less than months and the screen just popped in the middle of watching a movie on nextflixs we contacted acer it was still under warranty
2,0.953973307,0,my last straw was when i uploaded a few pics from my sd card
19,0.999980165,0,i will say i use a computer much less often now that i have a chromebook so if youre looking to break a technology addiction this device might help you do so
0,0.99860898,0,im not a big laptop user prior to this but i do everything i can on this now
15,0.832518495,0,ive had it less than a year and it keeps shutting itself off
6,0.999984885,0,after attempting to plug in and analog headset i noticed the ports on the left side werent seated in the casing properly
0,0.714508099,0,i dont know why i even bother using a regular computer
32,0.693523437,0,since getting a nexus last year my laptop has been collecting dust at home
15,0.9974619,0,this review is for the i model which i received less than a week ago as of this writing
25,0.893391752,1,if you get a no boot screen hopefully my fix here will help
23,0.999836705,0,i just hope the internal battery can be changed in the future when it stops holding charge
17,0.999605152,0,i tried to fix it for a few hours before i gave up and just restored from factory default settings which took several hours
0,0.602916045,0,in my case i get hours with regular use
0,0.995927634,0,when you select an item or program to run it will take several seconds for the computer to decide what it wants to do
25,0.994990591,0,lastly the argument that you can buy a computer from xyz company that has ten times the speed and power for
39,0.952550968,1,so pointless why the heck are the speakers on the bottom of the computer i wish there was better
23,0.955495281,1,hopefully battery issues will be addressed soon
16,0.612894582,0,laptop starts up in less than secs from pushing the power button
15,0.999388081,0,i have one and bought this one for my sister who has spent the last years avoiding computers she loves it
16,0.999999841,0,the left hinge was extremely loose upon unboxing which caused the screen to wobble back and forth when moving the laptop anywhere
0,0.845768041,0,second wish the laptop was touch screen no big deal tho
25,0.999978943,1,with this kind of ripping off from loyal customer i would like to ask asus whether or not its loyal customer stick to asus if yes for what reason
23,0.993072154,0,last about an hour or if your gaming
17,0.959674888,0,reset again which took hours then blue screen one after another and could not get back into the system
39,0.999970538,1,it does have a slot for a memory card to expand the memory but just seems like it would be easier to have another to gigs from the factory
30,0.921304313,0,i ended up missing the touch screen with windows so i bought this dell
31,0.999962961,0,note i bought the macbook air model for tax in may so i am not comparing the uxfa usm to the regular price macbook
19,0.999689645,0,might be strange for those used to standard widescreen but it plays to the chromebooks advantage of web browsing
23,0.997132877,0,battery last forever
0,0.88497356,0,no regular size ports so you need adapters
14,0.993424803,0,i dont know if there is an extra internal port
15,0.973431405,0,i bought this laptop less than two years ago
17,0.998790455,0,i will now be going back to pc where i can get a junk computer for half the price of the garbage apple now pedals
39,1,1,generally the speakers arent very high quality but headphone jack is fine if it had an sd card slot for expandable memory if the hard disk was larger than gigs to store more downloaded movies a setting to change text size of everything would be nice hard to use the device lying down as the text is a bit small when my eyes are feet away as they generally are when i try to use a laptop lying down
39,0.543606233,1,it would be nice if the documentation pointed that out
39,0.890871922,0,i never even had the chance to use it away from my desk or outside of my apartment
23,0.999847133,0,it would barely last hours on wifi browsing on battery save mode
23,0.596499527,0,thought the battery would last longer
39,0.998928187,0,this one was cost a bit less and does have a lower end graphics card but it does the job for me
17,0.99793692,0,i manually turned it off and on several times over the course of half an hour to no avail
33,0.994640009,0,one of the last things i can try and do now is to disable indexing but that would remove the search feature from the computer
16,0.999695441,0,have used it for several hours and at four and a half hours battery does not show much charge left
0,0.400895686,0,strangely colored bars would sometimes cross the screen
39,0.983192857,0,i wanted a screen so opted for a bit less memory etc
23,0.999979856,0,then last month it just refuse to turn on battery if fully charge so i could not figure out the problem
0,0.981010538,0,its fun and it can be useful in a couple of circumstances but i would have preferred a cheaper computer with a regular screen
7,0.865425009,0,this chromebook was for a relative who was just starting out in the computer world
1,0.999999997,0,hp yearwarranty pur hp pav nbproduct number ueda processing also the newest i hq processor is the kaby lake family so if your getting a skylake that is last years processor
17,0.999998431,0,i called acer technical support multiple times and even sent it back to acers repair center for weeks
0,0.999993007,0,pair it with a keyboard that has a finger touchpad instead of a mouse and look for apps that do what you are used to doing on a regular computer
9,0.97863438,0,one last point do get the i gb of ram and the gb hdd
23,0.999994117,0,i will say that at the moment after my last visit from geek squad it seems to be operating correctly but it will be my last dell
3,0.999998442,0,my husband then took another chance and reordered the same model but again from a third party seller
32,0.998662442,0,edit less than a year after purchase the keyboard began malfunctioning
15,0.999516455,0,i havent used this computer in a while since i got it last year
4,0.649683214,0,overall solid computer
0,0.999863208,1,if you are looking for something more portable i would suggest the acer r or the acer chromebook but if you are in the market for a larger model with an amazing screen this does the job
9,0.997325176,0,same speed measured from usb hdd to the internal tb rpm storage from spec
25,0.993394888,0,this is not a refurbished product there is no excuse
39,0.991722768,1,i dont know if power users will love it but it works with my slightly lowered expectations
18,0.999999994,0,this might require you to buy an adapter and to bring it with you if youre e g using it to give public powerpoints
8,0.968499387,0,the chromebook flip cpa looks and feels the same as last years model but now has a faster processor that works well with android apps and games
25,0.999792144,0,i contacted dell customer services which seems to have no contact with the technical guys in texas after explaining the process to repeat the issue on paper the guys that supposedly repaired the laptop did not read it at all i received my laptop back and the problem was still there
0,0.742574233,0,it was no a surprise at all to get hours of regular use from it so lightweight
32,0.999445737,0,i ordered one and less then a week later the screen went white
33,0.999996409,1,i chose this over the equivalently priced asus chromebook because i thought it would be nice to run the full office suite on it for work but ended up returning it after less than a day of use
19,0.951532102,0,it starts up in less than seconds and it connects my google and youtube accounts automatically
32,0.981536425,0,this is my second laptop in less than two years each had windows and both have wifi connectivity issues
15,0.467981378,0,less than year later months computer died
15,0.459202956,0,fell apart in less than a year
9,0.889823948,0,in the last month i have issues with it freezing and now it keeps having disk errors and will no longer work
17,0.999823827,0,had the computer for less than hours and needed to call tech support to assist us with a setupsoftware issue
15,0.990990748,0,this is the second computer i bought in the last month like this
32,0.99992166,0,after having the laptop for a month and a half i have gotten a blank screen
21,1,1,performance it would be nice to have skylake or even broadwell under the hood for what it retails for i wouldnt pay retail or even close to it for this setup nm vs nm physical footprint should see about an hour increase in battery life yada yada but for my purposes no significant difference other than the psychological win
15,0.999556854,0,i guess i cant compare this with my last computer which was a sony vaio
16,0.64679435,0,with windows and quickboot my pc boots from power button to usable start screen in less than seconds
0,0.999106085,0,although it hasnt been my daily driver still used my pc for gaming video editing and photo editing occasionally this laptop had everything i was looking for with a few drawbacks at that
0,0.990943805,0,i almost prefer using my chromebook now to my regular computer if im not doing anything that requires software
17,0.990310445,0,a less informed user might panic and send it back
14,1,1,yep its my fault and even though i never use the touch pad anyway because i prefer my bluetooth mouse it would be nice to have a functioning unit since its brand new and you never know when youll run out of batteries for the mouse
35,0.966520771,0,windows is a joke perpetrated by computer geeks at microsoft upon the computer buyng public
32,1,0,switched on following morning and all i see is the power button glow rainbows either blue orange or red in colors backlit all keys on my keyboard are lit and screen never turned on even after an hour
0,0.999995996,1,received item laptop was defect and i would like a replacement for the defected item would like same brand and make dell inspiron i with touch screen
16,0.890822019,0,used it for a few hours then left it on my desk
23,0.50304096,0,it doesnt last couple hours
15,0.982332335,0,i took my chromebook into a mac store in portland oregon last february and the employees there were amazed
6,0.898959432,0,there was something missing from the front of the computer
17,0.269883278,0,theres some reigning historical trauma at work here with people recalling the day when pcs bluescreened and macs were above that
7,1,0,with the stock li ion battery i never get less than four hours of runtime with the backlight turned up three quarters of the way and wi fi enabled
32,0.993633199,0,lastly the alienware logo just below the screen is you guessed it blue
16,0.999847797,0,my laptop was defective when it came in screen going blank every few minutes battery life issues trackpad issues and so forth
19,0.914036643,0,seems like a very solid computer that will last
0,0.487558033,0,its big trick is that the screen folds back and converts this laptop into a tablet
16,0.950421426,0,you have to drag it from the left back on to your screen
15,0.997608729,0,this will be our last dell product ever
8,0.723765684,0,i have been a mac man the last years and this surface book has brought me back to microsoft
19,0.468814544,0,it looks feels and performs like a premium computer but costs hundreds less
19,0.896215705,0,you will have to rethink everything you know about regular computers and become proficient with the web to use this with ease
33,0.321055486,0,i dont need to use skypeitunes or any of those programs so im not missing out on those
38,0.999999999,0,within a few months i had to replace the tb hybrid drive with a solid state drive after several hours of reading lenovo support forums and attempting software and bios fixes
15,0.984480986,0,last time i buy an asus product
25,0.999487501,0,i also bought the year accidental damage warranty for less than
15,0.952886137,0,this is my third apple laptop in the last six years
31,0.999893052,0,as a mac owner for almost ten years and this is my th macbook pro i was dissapointed with a few things
0,0.960949047,0,but after some driver updates the bsods would happen less and less and as for the touch pad i didnt care since i use an external mouse
19,0.999998996,0,email netflix social media google drive spotify skype on the way google hangouts facebook video chat
38,1,1,it would be nice to have the extra hard drive space ram and a blu ray player but this system has met and exceeded every benchmark i have put before it
17,0.974701285,0,at this point i laughed and could not believe they said this laptops that last for several years are intended to support upgrading operating systems
23,0.999914101,0,i wanted battery life that could last all day if needed
3,0.548293715,0,cpu temps regularly over
0,0.479465721,0,i have used it less than hours so i can not say if there are any quirks or problems
0,0.999512555,1,in time i hope the touch screen will prove to be more useful than ive found it to be so far especially as i look into using android apps
35,0.995785063,1,i only have things that i wish this computer had or would improve upon a built in dvdbluray burner
15,0.990528516,0,i bought one months ago and came back for a blue as a gift for my husband
5,0.913178619,0,i received my laptop and as i booted it up it told me i was missing my operator system
28,1,0,there is no way to contact the vendor blazing prices nor amazon to rectify this problem lenovo thinkpad t premium built business laptop computer intel dual core i up to ghz processor gb memory gb hdd webcam dvd windows professional certified refurbished the second thing is that there is also no dvd player that is also listed as being included
15,0.999776739,0,this is the fourth and last hp product i will buy
2,0.999998413,0,on chromebooks that slot can be very useful as a means of augmenting its limited onboard storage for playing back media etc
2,1,0,i couldnt use a standard micro sd card because the adapter is the same size as the regular sd card
0,0.876908064,0,also the track pad is less convenient way to just tap the screen
15,0.993763334,0,i had my last computer toshiba a few years before it started failing
15,0.623475799,0,i will be returning this computer for a regular pc
0,0.968281048,0,got it as an inexpensive alternative for my kids to access the internet they didnt need a regular laptop
23,0.9993106,0,battery my c suffered from a less than hour battery life
15,0.999434224,0,this one deal saved me the price of the kindle when i bought it last year
25,0.999998893,0,was suppose to have a day warranty yet now im told less than a month after purchase that my warranty has expired
0,0.980996226,0,when clicking on a dropdown menu the computer likes to f with me and drop it down for a split second and then pull it back up again
0,0.99324248,1,i thought it would be a cool feature to have but ive found there are hardly any occasions for me when its useful
16,0.950361421,0,however the speakers were so under powered that i couldnt hear them when i brought the computer outside on my deck
15,0.923661001,0,my web cam stop working less than a year of purchase
17,0.999982444,0,getting the sale department takes less than seconds customer support is a voice mail informing you the wait will be at lease min
17,0.998353993,0,last week it would not turn on took it to a computer repair shop and they said the mother board was shot and would cost over
32,0.96177702,0,i had this laptop for less than a month and this is the second time the touchscreen stop working
4,0.91725534,0,last thing i did was follow a review about upgrading the ram
23,0.999991166,0,the battery life may last for a few days with continuous use without the charger
2,0.999932947,0,lastly the sd card slot ate my sd card
39,0.999976031,1,it would be nice if the hard drive was twice the size but it is big enough to install the apps code and most of the data i need
32,0.711025195,0,this computer worked less than a week
0,0.998491768,0,this laptop is lightweight heat less noiseless and battery lasts for ever what else do you want from a portable computer
2,0.966220468,0,my back ground with apple products is quite limited
30,0.99999067,0,i purchased this less than months ago and now the power cord wont charge the laptop
35,1,1,so after some debating i made the decision to go with the cb not knowing if it would be as good as the c but reading it was fan less and a tad lighter gave me greater interest and while there are some negative reviews on the baytrail vs the haswell cpu with regards to performance i really never push it to the extent of these benchmark tests and rarely have more than tabs open
19,1,0,im a basic user surf the net do online banking and shopping ms office email and digital photo stuff
19,0.26425664,0,to last hours you would have to like not use it at all
0,0.928733356,0,i feel that missing a touch screen in a laptop today is a mistake
13,0.999999988,1,it would be nice if the sd cards on these devices fit flush with the case so they could be left in less chance of losing it
15,0.999970108,0,although i am a samsung note smartphone owner ive purchased asus chromebooks in the last years
32,0.999999999,0,update have received two chromebooks that within days stopped turning on and when charging the battery flight would flicker between blue red and purple
15,0.993483504,0,i got this laptop december of last year and wanted to wait some time before reviewing
23,0.994198006,0,after using it for the last month the battery is holding up in the hour range
25,0.995603688,0,i think i have a lemon battery but its outside the return window so
23,0.887145187,0,battery does last hours
17,0.999999517,0,i told her then and i could tell she couldnt have cared any less that they just lost me as a customer and their computer is going back to them
23,0.999999999,1,i tried to take a my time with this review as i wanted to give the laptop time to see if i would start experiencing blue screens or crashes after hours of gaming and numerous updates but im glad to say that at this point i havent had any issues running whichever game i chose hopefully i didnt jinx that battery the battery life for this wh battery is pretty decent
15,0.999441651,0,last asus product i will ever purchase
32,0.96461491,0,but now less than months later the display is failing
17,1,0,i called samsung and after spending an hour on the phone with a technician who could barely understand me he emailed me label to send it back to them for repair
0,0.645721074,0,i had owned a samsung chromebook a few years back
10,1,1,screen graphicsas the title with retina display would suggest the screen graphics are quite noteworthy
15,0.989511391,0,i bought this computer for my boyfriend last christmas
23,0.99917339,0,lastly wait until the unit is around battery left to charge
23,0.478698841,0,so i hope it will last for a few years
39,1,1,in the past when flying all day and waiting for connecting flights i would take a power bank with me so having the extra juice in the notebook is much more preferable to me than having to remember to bring one more thing and juggling the items when having to use the power bank when needed the processor speed is up from to ghz as it has the latest th generation intel core i u there is supposed to be an option to get this model with the better seventh generation of core i processor aka intel kaby lake w gb of ram wa tb drive but then again i read that it was supposed to be released to so take that with a grain of salt speakers are stellar imo crisp clear not tinny at all i tend to use earbuds most of the time but they have sufficient volume to listen to easily without earbuds they have the latest usb type c w full size hdmi headset jack sizes the webcam is as advertised good in low light no complaints there the graphics card an integrated intel hd is good for watching movies but it is not meant for gaming nor does it excel in that area so my sons are not drooling over this which for me is a good thing the ram is gb sufficient but would have liked to add more if there was an option as i said before i dont know if there are any options to configure this w other features because as of now i ca nt get any info from hp the price is down from the last entry level envy but i would have rather had the price stay the same or even increase w more upgrades included the issues that i have that are still very disconcerting are these the hinges whether or not they have been improved remains to be seen along with the downgraded screen resolution and no driverssoftware downloads available at this point in their proposed release date which has already passed not being able to wipe the system to remove the bloatware or have any tech support thus the stars
28,0.99533317,0,ssd require less power produce less heat and weigh less than hdd
23,0.985307786,0,the battery lasts me all day with regular use no problem
25,0.998597971,0,secondly after about months of owning the product the screen is starting to get fuzzy
23,0.964434244,0,this computers battery life is less than minutes
33,0.999984722,0,since it is a chromebook if it is lost or damaged i can buy another chromebook and have all my settings and apps back in about half an hour using mcds wifi
39,1,1,i wish the screen was brighter like an ipad but i guess im so used to the sharp perfect brightness of apple products that this seems a little less bright than i would like but oh well still a good purchase since i wouldnt want to spend as much on a macbook
38,0.925692156,0,overall it just feels and looks like your solid quality american made product
23,0.570039227,0,the battery life is less than of what apple advertises
32,0.588464508,0,windows boot from the bios to logon screen less than seconds
15,0.984507915,0,i paid less that when i purchased this a year ago
38,0.999999982,0,from the outside it remains the same but inside the macbook pro with retina display feels like its way ahead of last years model
15,0.424100055,0,my last laptop was a dell with a screen
7,0.971482832,0,it allowed us to give her a computer without breaking the bank and with less worry about it breaking
8,0.322313801,0,it was a regular computer not a touchsreen
39,0.999990841,1,my only gripe if i had to have one is that i wish the screen was a little bit bigger but i am very happy with this thing
15,0.810131934,0,i have owned dozens of computers over the last years
32,0.83936824,0,after less than hours of work on this computer it quit functioning wont boot
32,0.616979565,0,im not a big fan of how all the outlets are on the back on the computer either
4,0.999264495,0,my suggestion its worth it for the extra ram to keep it useful longer
15,0.952388833,0,i purchased this last year in june for my granddaughters birthday
16,0.968488441,0,my initial observations are that yes there are a few quirks with the power
23,0.971712975,0,meanwhile my battery charged less and less
23,0.99867148,0,the battery was supposed to last hours every time i used it it holds charge for hour and minutes
23,0.996848791,0,dont expect battery time to last the hours they tell you
23,0.92401799,0,battery used to last hours now lasts
15,0.999193425,0,maybe things have changed since my last acer machine a few years back and im just being overly paranoidcautious but im really hoping to keep this one around for a while
19,0.412400646,0,im a computer consultant and regularly purchase computers for my clients
25,0.965873734,0,last week after the warranty was expired the thing actually caught fire
32,0.486067681,0,the last one screen lasts minutes
23,0.999984668,0,the ips screen is a delight although the maximum brightness setting may be less than you were expecting even though it is quite usable
17,0.892361738,0,after less than hours of use it is being sent back
17,0.999997224,0,tried to send it back to dell with no expectation of a refund and customer care actually told me to look up the address on line
23,0.96773494,0,i would buy this again but i think these will last four or five years
32,0.999763511,0,i did have some initial problem with the i got blue screen messages a few times and the laptop did not seem to be charging properly
25,0.639218164,0,i bought this computer in dec it stopped working less than a month later
32,0.956096123,0,i have been using this computer for a few weeks and several keys have stopped working
16,0.850285879,0,we also have lots of units that the battery ceases to function if left in sleep for longer than a few days
10,1,1,so when i saw this i thought it would be perfect to take places and to have with me when im just browsing the web on the couch or in bed
32,0.701785249,0,however two months after purchase last august the screen started flashing on and off
25,0.999999975,0,a few weeks ago the bottom left hinge broke while i was still under warranty and acer said that i would have to pay dollars to get it repaired
32,0.951864695,0,a few days later i received the zenbook there was a display issue
0,0.765686473,0,its the last menu item
6,0.998995031,0,very few pre installed bloatware means less time you have to waste cleaning it
34,0.999999997,1,i would love if device manufacturers would just be honest about their battery life estimates hopefully someone finds this information helpful
0,0.999443618,0,i couldnt drag and drop items in it but after i changed the behavior in settings everything went well from there
15,0.999956341,0,i bought one of these chromebooks for my husband last year
39,0.999041578,1,if i had one complaint it would be the small ssd hard drive at just over gigs but i cant even be mad as i frequently experience boot up times of less than seconds and the laptop is able to have a second hard drive installed for more storage
4,0.949161587,0,i have not used a chromebook with less than gb of ram but i would not recommend any less
39,0.831731264,1,i wish this model had stars from all people
15,0.888078017,0,it happened on and off like that for the next week being anywhere from a few hours to a few months off
25,0.993408364,0,i was outside my year warranty
30,0.99321253,0,purchased this laptop less than a year ago and it is barely if at all working anymore
0,0.999999919,0,the touch pad is also a bit less responsive than the ones i am used to so sometimes i have to try several times to click on or drag an item
9,0.842149538,0,i expect the usb c ecosystem to expand rapidly in the next few months
33,0.998486968,0,the nvidia g whatever chip i could care less about in this computer
27,0.999659664,0,i installed one on mine but found that i never switched over to it and so uninstalled it subsequently
36,1,1,the only reason i knocked it down start because it would be nice to have a quad core processor instead of the dual core and usb ports instead of usb and usb but you cant beat this little chromebook sized unit at
17,0.794882804,0,out of the box the computer feels lopsided and hollow
25,0.974327631,0,update had it repaired under warranty and now a few months later it wont boot up
32,0.999231692,0,went to sign in and put my programs on it and it kept coming up drivers missing or not updated
39,0.990958,1,the screen isn t the best for this price i would like to see ips
15,0.734971538,0,all for less than over years ago
23,0.999991351,0,and dont believe the hour battery bs mine will last about hours between charging
17,0.999999996,0,this will be my last post lenovo will no longer respond to me and im supposing im out all the money i spent on this p o s i had opportunity to e mail some v p of the company and never heard back and now all i get is auto replies saying hold for parts ive decided to go to court and get my money back from somebody i was had and thats all there is to it
16,0.999907729,0,now it is at the point that the back of the case is pulling away from the display screen every time it is opened and closed
15,0.880920063,0,he had a computer that was on its last leg
23,0.933423747,0,i have gotten the battery to last over hours
17,0.984742897,0,tried to insatall windows pro and pro none of them successed missing drivers and could not start after few ms updates
39,0.941852587,0,battery lasts longer and consume less power since this model is not a touch screen model
15,0.999998707,0,one last thing just for the heck of it i did another search on google this time i replaced the name acer with dell you guessed it page after page of links to forums will a host of issues
15,0.867684428,0,however this happened all about this time last year
23,0.962169673,0,the battery also dosent last
5,0.999997008,1,i think the add on works fine and hopefully will eliminate another screen replacement whether on warranty or not
4,0.999999599,0,sign up for the amazon prime thing and you can get this macbook delivered next day for less than the list price
33,0.999972934,1,it would be nice it the in asus transformer book was able to take photos then it really would be a complete recording tool
8,0.999999993,0,i did go back and upgrade the device to windows professional so i could add the media center components that microsoft decided to split out from the basic system
27,0.982877846,0,im not into social networking and purchased the incorrect item
15,0.986786195,0,just bought this less than a year and it already isnt working
17,0.993016321,0,inside and outside this dell was defective and dell has lost a longtime customer and a future customer
0,0.999297783,0,lastly the i processor seals the deal taking on everything ive thrown at it without breaking a sweat
0,0.934047572,0,battery will be a pain to change out if need as back is solid
9,0.979948265,0,the lack of an optical drive in a laptop becomes less and less of an issue now
32,0.57916504,0,it stopped working with less than a year use
8,0.999999998,0,basically its just made to support google everything found on a chrome book can be found on any regular computer with a google chrome browser
17,0.981257159,0,i can not give this laptop that last start for the following reasons there is not option in north america that i can find to get one without the touchscreen
9,0.999979969,1,setup was a snap and dont miss not having an optical drive hopefully this cut down the weight
17,0.896614304,0,i will check back for future models
39,0.979217998,1,it just would be great if asus can fix mentioned problems and make this great laptop even grater
17,0.819779614,1,a new computer should be able to function smoothly
17,0.806448611,0,i couldnt stand to even touch the outside case of the computer
17,0.847141259,0,so i am left with a junk computer that i got less than two months of use out of it
5,0.998548409,0,i had several blue screens of death yes and all the drama that comes with it in the middle of a windows installation
17,0.999318517,0,ive had this for one year it has never worked properly and just got it back from the it repair warrantee place
25,0.987734801,0,and with a third party app you can do the last
19,0.999999996,0,i can think up half a dozen features to improve it that would double or triple the price but for writing reading web browsing and email on the go this cant be beat
17,0.873438388,0,i ordered a replacement one from a outside source for
9,0.938023978,0,lastly for those that need it the y processor supports both vt x and vt d virtualization instruction sets
15,0.984213394,0,i think it is not unreasonable to expect a laptop to last years this one did not even make it halfway
23,0.90459037,0,i wanted to wait several months before i left a review to ensure the product would last
25,0.883378306,0,i sent the machine back twice within the warranty period and both times issues continued a few months later
14,0.999999947,0,i was between the dell xps and the asus zenbook ux but this one takes the cake because it had a regular sized hdmi port and usb c
17,0.945863798,0,at last i got it to do a system image restore
2,0.983694922,0,i moved the regular to a storage drive for music and movie
23,0.999994731,0,the battery life lasts about hours on maximum screen brightness doing regular tasks
8,0.999801771,0,i kept telling them there was some sort of flag killing the program on a regular basis
14,0.999999704,0,on the left side starting from the rear is the ac port and beside that an rj ethernet jack
16,1,1,the only real issue this thing has is that it requires a cable between the display and the keyboard to charge them both at the same time this would be a small issue but they put the connectors on opposite sides of the tablet and keyboard so it means you have to have the cable running across the back of the tablet when you are charging both units
4,0.998936166,0,overall this laptop is a beast and totally worth the price
17,0.988231766,0,when he was finished he had dropped my computer replaced it and had it not work and i later discovered scratches on the casing along with three missing screws
19,0.999998445,0,its your basic laptop with all the specs needed to search the net or go on social media or type anything
32,0.979207259,0,the screen regularly goes blank
17,0.999989918,0,i look at events and see that on the last day they had my laptop before they sent it back to me someone had cleared the driver to let windows re install it it re installed and still didnt work
36,1,1,the only reason i knocked it down start because it would be nice to have a quad core processor instead of the dual core and usb ports instead of usb and usb but you cant beat this little chromebook sized unit at
15,0.947552481,0,the computer crashed completely in less than a year
0,0.998426841,0,it is split into two parts which connects to the bottom of the screen and if you just push it in like a regular laptop the case will break
32,0.602364824,0,additionally the laptop has no issue running multiple programs at the same time
28,0.990650578,0,but there is one problem and this means less star for this review cpu temperatures
15,0.990325102,0,i bought this computer less than a year ago
32,0.998752408,0,over the last year ive had continual keyboard problems ive had to reinstall the audio driver times
30,0.999578337,0,i tried several times uninstalling the battery and starting over but ended up with the same result
25,0.99994489,0,the lcd broke but they replaced it under the warranty last month and sent it back to us replaced without problem
23,1,0,it looks like this charge will last around four hours which included some gaming and video watching so i expect it may go up during lighter use and with battery conservation in mind
32,0.626778238,0,screen no longer works and its been less than two years
16,0.996724405,0,the windows icon in the lower left half of the screen no longer functioned
33,0.999707853,0,seamless downloads and installation of programs and google chrome is a solid cross platform browser
39,0.999621847,1,since ill be his help desk whenever something comes up i figured it would be good to have an identical laptop to what i ordered for him
31,0.999999787,0,i received my chrome book today and have spent the last few hours playing around with this
19,0.530622906,0,half sizing these keys makes them a lot harder to use
0,0.999967765,0,the touch screen is sometimes less responsive in tablet mode compared to the same actions made in laptop mode
5,0.939504877,0,dll files missing or corrupted blue screens of death mentioning ntfs
16,0.99568114,0,i can leave it on for about hours powered on and the battery will drain about or less
10,0.997684278,1,i do really love this computer i hope this doesnt happen again
17,0.999973067,0,i come back its in a blue screen that said it was in automatic repair it gave me the option to restart to see if that would solve the issue it didnt
17,0.9967027,0,i will next try the last remaining support option
33,0.999999563,1,it would be great to drop it on zombies during apocalypse or make running with it in your backpack an olympic event or cruel and unusual torture but mobile and laptop predator is not backpack it doesnt fit
8,0.995801218,0,regular usage it stick in mid s
0,0.88185982,0,it is the crappiest computer ive ever seen much less owned
9,0.987176115,0,it is missing bluetooth and an optical drive
14,0.999996912,0,it last for almost a week and that is hardcore use and it comes with all the usb connectors and a mini usb to usb cable as well
23,0.525017771,0,can downgrade to windows if needed one of the few models left that can do this
4,0.993360926,0,overall solid deal at this price
15,0.983344653,0,we have a asus fla purchased last year
39,0.557886836,0,some games from the last year even play at that frame rate on ultra settings
0,0.992475486,0,its lightweight and the keyboard sounds a bit hollow as one types
27,0.999993603,0,i purchased this item from a local big box because of a promotion they were running
33,0.999999978,1,it would be great fro a year old but no one else that needs to work on anything for real
32,0.999164778,0,at less than a month old the screen started to blank out
5,0.186090665,0,not missing the ports
23,0.999995081,0,update last night while i was trying to fall asleep the power brick started making a squealing noise so i unplugged it
17,0.999817021,0,i spent hours on the phone with microsoft trying to troubleshoot a solution with no success
32,0.67958377,0,i had my last chromebook years with multiple drops and slides and clunks and it took them in stride
39,0.993937035,0,charger port is missing the plastic that should be on the bottom cover
15,0.98211503,0,this will be my last razer product and i thoroughly regret my purchase
10,1,1,screen graphicsas the title with retina display would suggest the screen graphics are quite noteworthy
39,0.998231296,0,for less i could get the specs i wanted minus the in feature and a screen that lets me draw
23,0.996090958,0,the battery on it seems to last about to hours
8,0.999168954,0,the operating system is windows pro which has expanded productivity features than regular version
32,0.930021553,0,but the above issues are causing me one year later to find a replacement
19,1,1,updated on dec although i am happy with the purchase of this computer i would like amazon to please note that i did not get the correct color
17,0.870989274,0,worked for less than one month and now i have been working with dell for months without any resolution
23,0.999992264,0,i can charge this laptop for a few hours and with that the battery will last all day at school
32,0.998559552,0,it was my daily driver for almost half a year
23,0.931603007,0,the battery last for a couple days
30,0.999858753,0,but now less than two years after buying it the battery no longer charges its stuck at and will not run if not plugged in
19,1,0,i am rather basic computer user basic word processing spreadsheet digital photo processing and of course email etc
16,0.998670181,0,later when i went to install an ssd i found that the frame of the laptop had actually been bent out of shape
25,0.999938279,0,people are giving it one star does come with a manufactures year warranty so what is the big deal send it back
10,1,1,this computer hopefully now that jobs is gone who knows what the quality is really like my iphone has been a disappointment recently will hopefully last me another years
22,0.999999998,1,love the color its a transparency color hopefully it can support my essays
7,0.999999997,0,froze on setup had to jump through several hoops including reinstalling the os by flash drive to manage to get it to actually set up properly
39,0.999999633,1,it would be great to take to class as it is relatively light for a large screen laptop and being relatively inexpensive less of a trauma were it lost or stolen than if it cost three times as much
30,0.999930901,0,n b neither shutting off nor starting up did i touch the back of the machine so i dont know how the battery became unlatched
7,0.80740744,0,this was the saddest excuse laptop ive ever encountered
25,0.999999998,1,however days in i find out samsung chromebook touch screens are failure prone didnt expect that from samsung so hopefully the power of amazon can either get a replacemnet refurbished or new one or at least repair it somehow
12,0.999999979,0,initially i thought it was just the os and drivers that were causing the track pad to not register the physical clicks so i updated all of the drivers and reinstalled windows
8,0.999702765,0,can print through regular printer on your network as well as wireless printers
0,0.980938684,0,ive used this computer less than times and havent downloaded anything on it
15,0.97080433,1,i made the mistake of not calibrating my colors properly hopefully you wont do the same
15,0.958714055,0,ive had the advertised laptop for less than year
33,0.999902437,0,it lacks apples support network and resale value but if it dies in a year you can buy another one and still have spent less than the mac costs
31,0.993606851,0,as others have stated or hours is about what you get with regular browsing not hours
19,0.999991172,0,im a computer programming student and was looking for a laptop i could use regularly to take to class and double as a desktop at home
32,0.99999798,0,my hp envy died out exactly months from purchase screen went blank in the middle of running and computer will not turn back on
9,0.999999909,1,it would be great if an additional ram slot could be given with it as it only has one and comes with gb of ram which is very less for u will have to purchase additional ram gb to get a good speed with the software and os a big negative for this laptop
25,0.999999078,1,when i stated that it would be better to return the item and get a cheaper one if it didnt have a year warranty
16,0.999326749,0,i have to resize and drag them all back into place every time i wake it up
0,0.896702067,0,if you actually want to do anything later though youll have to buy another computer
39,0.99952624,1,i can change the volume by using the settings charm as well but it would be great if there were a volume button or else another fn key on the right somewhere
