,Sentence,Class
917,since ill be his help desk whenever something comes up i figured it would be good to have an identical laptop to what i ordered for him,1
918,i received my chrome book today and have spent the last few hours playing around with this,0
919,half sizing these keys makes them a lot harder to use,0
920,the touch screen is sometimes less responsive in tablet mode compared to the same actions made in laptop mode,0
921,dll files missing or corrupted blue screens of death mentioning ntfs,0
922,i can leave it on for about hours powered on and the battery will drain about or less,0
923,i do really love this computer i hope this doesnt happen again,1
924,i come back its in a blue screen that said it was in automatic repair it gave me the option to restart to see if that would solve the issue it didnt,0
925,i will next try the last remaining support option,0
926,it would be great to drop it on zombies during apocalypse or make running with it in your backpack an olympic event or cruel and unusual torture but mobile and laptop predator is not backpack it doesnt fit,1
927,regular usage it stick in mid s,0
928,it is the crappiest computer ive ever seen much less owned,0
929,it is missing bluetooth and an optical drive,0
930,it last for almost a week and that is hardcore use and it comes with all the usb connectors and a mini usb to usb cable as well,0
931,can downgrade to windows if needed one of the few models left that can do this,0
932,overall solid deal at this price,0
933,we have a asus fla purchased last year,0
934,some games from the last year even play at that frame rate on ultra settings,0
935,its lightweight and the keyboard sounds a bit hollow as one types,0
936,i purchased this item from a local big box because of a promotion they were running,0
938,at less than a month old the screen started to blank out,0
939,not missing the ports,0
940,update last night while i was trying to fall asleep the power brick started making a squealing noise so i unplugged it,0
941,i spent hours on the phone with microsoft trying to troubleshoot a solution with no success,0
942,i had my last chromebook years with multiple drops and slides and clunks and it took them in stride,0
943,charger port is missing the plastic that should be on the bottom cover,0
944,this will be my last razer product and i thoroughly regret my purchase,0
946,for less i could get the specs i wanted minus the in feature and a screen that lets me draw,0
947,the battery on it seems to last about to hours,0
948,the operating system is windows pro which has expanded productivity features than regular version,0
949,but the above issues are causing me one year later to find a replacement,0
951,worked for less than one month and now i have been working with dell for months without any resolution,0
952,i can charge this laptop for a few hours and with that the battery will last all day at school,0
953,it was my daily driver for almost half a year,0
954,the battery last for a couple days,0
955,but now less than two years after buying it the battery no longer charges its stuck at and will not run if not plugged in,0
956,i am rather basic computer user basic word processing spreadsheet digital photo processing and of course email etc,0
957,later when i went to install an ssd i found that the frame of the laptop had actually been bent out of shape,0
958,people are giving it one star does come with a manufactures year warranty so what is the big deal send it back,0
959,this computer hopefully now that jobs is gone who knows what the quality is really like my iphone has been a disappointment recently will hopefully last me another years,1
961,froze on setup had to jump through several hoops including reinstalling the os by flash drive to manage to get it to actually set up properly,0
962,it would be great to take to class as it is relatively light for a large screen laptop and being relatively inexpensive less of a trauma were it lost or stolen than if it cost three times as much,1
963,n b neither shutting off nor starting up did i touch the back of the machine so i dont know how the battery became unlatched,0
964,this was the saddest excuse laptop ive ever encountered,0
965,however days in i find out samsung chromebook touch screens are failure prone didnt expect that from samsung so hopefully the power of amazon can either get a replacemnet refurbished or new one or at least repair it somehow,1
966,initially i thought it was just the os and drivers that were causing the track pad to not register the physical clicks so i updated all of the drivers and reinstalled windows,0
967,can print through regular printer on your network as well as wireless printers,0
968,ive used this computer less than times and havent downloaded anything on it,0
970,ive had the advertised laptop for less than year,0
971,it lacks apples support network and resale value but if it dies in a year you can buy another one and still have spent less than the mac costs,0
972,as others have stated or hours is about what you get with regular browsing not hours,0
973,im a computer programming student and was looking for a laptop i could use regularly to take to class and double as a desktop at home,0
974,my hp envy died out exactly months from purchase screen went blank in the middle of running and computer will not turn back on,0
975,it would be great if an additional ram slot could be given with it as it only has one and comes with gb of ram which is very less for u will have to purchase additional ram gb to get a good speed with the software and os a big negative for this laptop,1
976,when i stated that it would be better to return the item and get a cheaper one if it didnt have a year warranty,1
977,i have to resize and drag them all back into place every time i wake it up,0
978,if you actually want to do anything later though youll have to buy another computer,0
979,i can change the volume by using the settings charm as well but it would be great if there were a volume button or else another fn key on the right somewhere,1
980,it weights less and is thinner than the macbook air and its design is so asthetically pleasing,0
981,laptop arrived without battery and this model has it inside the fixed enclosure so sending it back in less than hours of arrival,0
982,that means that the biggest microsd card that i could find that would work in this machine is gb or less,0
983,it need two factory reset in less than one year,0
984,less than months since purchased and the computer turns off as soon as it is unplugged,0
985,the display itself is actually a portrait x rather than x yet at the same time the acer logos on both the front and back are oriented in landscape,0
986,another thing to notice is that her laptop came with white painting stains the battery was already inside instead of being properly packed but this is the sellers fault,0
987,ive had this laptop for less than four months and am now running into hardware problems,0
988,after the last reset the keyboardmouse and touchscreen would not respond to user input when windows loaded up although in the bios it worked,0
989,graphics it has a gtx in it for less than,0
990,it will last through one session of using my laptop without plugging it in maybe hours,0
991,but performs well for price no issues at present have been using for last month,0
992,what happens is when you select your customization from the setup you get to the very last step and then the computer errors out and reboots,0
993,it wont connect to public wifi it wont continue on my home wifi this happened this year i think,0
994,lastly i dont intend to upgrade neither the hd nor the ram however if u do lots of reviews say it cant be done on this model of asus zenbook,0
995,after installing additional gb memory and ssd laptop boots up in less than seconds from power off,0
996,it would be nice if the software could store appsdownloaded content on the sd card but maybe that will come down the road in chrome os,1
997,add a usb external drive or usb stick and i have local storage though the chromebook comes with years of google drive storage,0
998,we have had this product for less than one year months acutually,0
999,it would not let me or anyone log on less than years after purchase,0
1000,as for the operating system ive grown accustomed to it after a few months and i have no reason to go back to windows mac os or a desktop linux os,0
1001,dont listen to any reviews saying slow or lack of memory this s is so easily upgradable and a great price added a gb m ssd if you take the time and read the manual you can see the endless possibilities and you get windows on top it would be foolish not to buy this the upgrades are plug and play i going to trade my wifes stream in to buy her one of these back boys she will only need a gb m making it a bargain i burnt out my lenovo v it was a beast i started doing some recent and came to this logical choice was weary of netbooks and even online electronic sales because of the returns but it would have cost more to remake the v very satisfied and the new s is going on a couple months old now still satisfiedthankspjc,1
1002,stopped working less than a month after support expired,0
1003,it is supposed to be the fastest standard on the market nvme not the standard of a few years back,0
1004,well turn on turbo in magician software and all others drives are left at less then half the speeds in any area,0
1005,the seller stated on the amazon as the battery last up to hours,0
1006,i later found out that my laptop had decided the processor was actually the proper gpu,0
1007,the laptop updated itself to the point where there wasnt space on the laptop anymore in less than a year,0
1008,the battery life is less than an hour unplugged on brightness,0
1009,the screen went off center from the hinge and i had to ship it back for them to fix it,0
1010,the backlight is the way to go my last toshiba had a backlight and i will never again buy a laptop or computer keyboard without one,0
1011,over the next day or so it would return with the same os missing report,0
1012,this may just be an issue with a missing or unupdated driver,0
1013,in a few weeks computer comes back with screen problems,0
1014,ngwmg wireless ac dual band x acbluetooth vpro in case you wanted to upgrade a wifi card and it supports windows over all iam pleased with the dell inspiron in and more thing on the th gen i dell in laptop with the gb sshd hard drive and gb memory the fan on it kept coming on all the time even surfing the internet but i now have the th gen skylake i inspiron in dell laptop with the gb ssd hard drive and gb of memory it is quiet seems to run cooler and the fan hardly ever comes on which is a good thing because i use for college and bible study wanted to update it more to say i love the dell inch in after i updated the graphic card driver from the dell websight no more video card stopping erors and i had complents on the screen size is perfect for watching movies and other tasks i forgot more detail hp in laptops are nice too but they the soderd memory to the motherboard so if the memory goes bad you can not change it out even to upgrade from gb to gb like the dell in one laptop another fact about the hp in laptops the only use ssd drives not even the sshd you cant upgrade to there not even the drives they are the smaller skinny drives sort of like a memory stick that is why i chose dell over hp laptop i also heard possabilly they might come out with a gb laptop memory that is for intel chips that might fight the dell inspiron inch in laptops this laptop already has gb which already good it would be nice to up grade memory i would recommend this dell inspiron to my friends,1
1015,look i was just a kid going into my senior year of high school and i wanted a laptop because i felt it would be beneficial and a nice thing just to have going into college the next year,1
1016,the battery can last up to about hours if youre just surfing the internet,0
1017,i really do not understand the idea of removing ports that makes the laptops less useful,0
1018,but there is no real technical support from any of these companies who provide the software operating system or drivers for the machine,0
1019,update in the last months after buying it ive had it as a working product for about weeks a defective product for months and in asus repair shop for months,0
1020,a lot of programs are aimed at social media and we dont need to be social at our age,0
1021,windows doesnt do multiple desktops in the classic interface natively,0
1022,ive had this less than a year and it is still in mint condition but wont even turn on now,0
1023,i recommend this for your regular daily driver,0
1024,the fact that the i ships with gb ram in addition to the fact that i had trouble replacing the gb module with an gb module on the i model may suggest that the motherboard itself could be different,1
1025,had to return it missing chrome operating system,0
1026,do your research on what you want out of an computer this wont run much outside of internet and videos,0
1027,for slightly less of a price i might add,0
1028,i didnt want to bring my regular laptop with me because of its size and weight,0
1029,comquestionstrusty on sd card under crouton corrupted diskits a very useful machine once crouton is installed otherwise functionality is very limited,0
1030,the bottom half of the computer has star wars universe writing underneath and a speaker stretching along underneath it next to the power button,0
1031,after installing a firmware update several driver updates and a few hours on the phone with support i was advised i had to ship it back to dell for weeks so they can fix it,0
1032,boots up to windows from power off in less than seconds,0
1033,i upgraded to a solid state drive and my battery life is still garbage ssds use less power than a standard hd,0
1034,and the battery life was less than favorable even when i replaced the battery,0
1035,i often like to navigate using my fingers and regularly try to touch my screen on my desktop out of habit,0
1036,this does not work like a regular computer operating system it is a step below,0
1037,business users need to allow apps in their settings as opposed to regular google users can add as they wish,0
1038,laptop tells me there is not even a battery in the computer now much less that it wont take a charge,0
1039,i believe if you download the acronis disk clone software from western digital it will also work on this drive but i used the version that came with an old kingston ssd so i cant guarantee it,0
1040,after receiving it back within another month it started blue screening repeatedly again,0
1041,the asus i ordered was going back before i even had a chance to turn it on and see that windows hadnt even been properly installed,0
1042,google saved all my info of course so my set up looks basically the same as it did on my last system,0
1043,again it would be nice to have a working product out of the box but anyways here is my impression so far i have literally days with it so i will update my review when i have a chance to test it further,1
1044,i began doing research on something less pricey,0
1045,the second is of the asus glvm which uses a ntsc color gamut ips display lg lpwf spb lgdf to be specific,0
1046,in fact i think the specced hour battery life might actually be understating it mine has been lasting longer than that,0
1047,battery seems to last forever definitely a big plus,0
1048,less than that if you have a google account,0
1049,overall this laptop earns a solid a from this user,0
1050,i have the inch model and the battery last for ever im getting over hours per charge with lots of websurfing and music playing,0
1051,the last thing is its weight,0
1052,note theres a link out there to build windows install media and you have to choose the regular windows version to build onto a dvd or usb thumb drive,0
1053,for a mac user this is maddening and so last century,0
1054,last year i bought my mom a chromebook for christmas,0
1055,now less than years later its going into the trash,0
1056,in less than two months my xps is now sitting at their repair shop in tx because there is no power,0
1057,the fingerprints on the display need to be cleaned regularly,0
1058,running music gave me about an hour less of time,0
1059,left mouse button on the touchpad stopped working less than a year after purchase,0
1060,is it perfect no it is not i would love to see a bigger ssd or at least an user upgradeable ssd and maybe an sd slot would be nice but not sure how much i would use it and i am sure we would all love to have a longer battery life on it,1
1061,next time i will probably pay extra and buy a computer that comes with at home service or an apple,0
1062,when opened and powered it up the following message had displayed chrome os is missing or damaged,0
1063,rufino s ignacio a regular customer of amazon,0
1064,id also recommend this to anyone who wants to stay connected with their parent or relative that may also not be versed with technologies,0
1065,i am still on the fence as to whether it will actually find a permanent useful place in my computing life,0
1066,i just recently went back to a standard laptop njk from a zenbook after using zenbooks for years,0
1067,however battery life was substantially less than advertised up to hours,0
1068,ive had this less than a year and will be using my warranty to have them look at it because i have tried the fixes on the lenovo pages,0
1069,ive seen some reviews saying its underpowered but it managed on the fishbowl test and can stream without stuttering to my chromecast in p my last chromebook hp couldnt even do that,0
1070,i will update later probably in a few hours after updates to comment on how it operates,0
1071,i bought a macbook from them last year,0
1072,dont expect the battery to last longer than hours,0
1073,this computer stopped working in less than months,0
1074,we put recubbery partition dare day call us less for tech support,0
1075,stars because although it crapped out on me after less than years it met my needs otherwise,0
1076,i talked to technical support and they said i have to do a factory reset which would take it back to how it came from the factory,0
1077,i will upgrade the ram to gb here in the next few weeks,0
1078,i wish the screen was just a bit brighter thats my only complaint,1
1079,until the zenbook i never realized how noisy my regular computer truly was,0
1080,i wasted so much money from buying laptop computers of wasted money kristin noel,0
1081,you need to have a regular pc as your mothership computer on which your printer drivers can be installed,0
1082,so i started to look at the macbook air because it had all the ports and lighter but without the retina screen but also with less ram,0
1083,i had my mac set up in less than an hour,0
1084,youll get probably two to three hours unplugged regular use not gaming,0
1085,i bought this computer in august of last year,0
1086,then it started to display chrome logo screen then blank for a few seconds,0
1087,the onedrive could come as a windows package but the user should be able to uninstall it if heshe does not want to use it,1
1088,i am going to contact the company and hopefully get a resolution to the issue,1
1089,the fan rpm on idle state and noise decibel test does no go less than laptops should be max decibel,0
1090,girlfriend wanted a laptop but doesnt actually use computers for anything but standard girl stuff so netflix chromecast facebook google,0
1091,asus international warranty has a big question mark because i was denied warranty claims in one country because it was out of region,0
1092,i will say i didnt think the fact that the screen folds flat would ever be useful but then the guy next to me in a lecture hall got his macbook pro knocked off his desk because someone bumped the screen as they walked by and tipped it over,0
1093,i decided to contact lenovo support number included with the product and i did find out that the machine is under next day repair warranty so they are actually sending someone out to my house to fix this tomorrow,0
1094,this means changing volume is inherently a two handed procedure or a huge stretch of the hand this is too nitpicky for the price but it would be nice if the lid were made of slightly thicker metal so it had less flex,1
1095,overall its a fantastic thin laptop that all but the most demanding of customers will love,1
1096,i connect my second monitor to a touchscreen and it works ok but i wish both screens were touch,1
1097,last years acer aspire r returned,0
1098,i called asus multiple times and spent hours for the same issue and sent in my laptop times,0
1099,the power button on mine stopped working after less than a week,0
1100,he uses it almost exclusively for the internet and social media sometimes hooks it up to the tv for sports events that arent telecast on tv stations,0
1101,i bought it after my nexus died on me just outside the warrenty timeframe,0
1102,outside of that very few things about this computer i actually dislike,0
1103,the uxln does not last hours,0
1104,for any regular users,0
1105,i had problems with the battery a few days later resulting me to send it once again to asus,0
1106,less than week after my return period ended the computer crashed and will not turn on,0
1107,lastly the charger has a wall wart on the end which can be problematic when trying to plug it into a loaded power strip,0
1108,this computer has lasted less than,0
1109,theres simply no excuse to release a product with those problems,0
1110,f the power unit the cable for power out sticks out like a sore from the middle of the power unit and square is jutting out the design should have had the cable coming out flush rather than a tail is a hindrance in storing the cable as winding it plus susceptible to damage for the reasons above,0
1111,now it is three months later and the screen is grey and nothing works,0
1112,while i understand that trim makes the drive last longer does this explain the drive failing,0
1113,i waited a few minutes to see if they would call me back cause i had giving my number to each and everyone of them,0
1114,lastly it seems to me these days that manufactures want weight saving cut costscorners while trying to meet the demand,0
1115,it will last about or hours unplugged with the screen closed and about hours with regular use,0
1116,a few noticeable plastic parts here and there but overall it feels like a machine i want to be working or playing on,0
1117,went back in at a later date the screen was extremely loose would wobble all over when typing,0
1118,the touch screen work well but it is worth less because everything is tinny at that resolution so the finger can not click anything,0
1119,the one draw back is the battery life but its totally worth it for the power it puts out,0
1120,all usb ports are superspeed ports meaning they transfer information even faster and charge your phone as a regular wall outlet would,0
1121,i would call that sister bonding when we my wife and i went out for a while hours and left them home with their grandmother we came back to see them laying down together watching youtube,0
1122,the hdmi they used is was standardized last year,0
1123,this is my fifth hp product and my last,0
1124,the screen didnt make me feel like i have cataracts compact and lightweight at less than lbs,0
1125,can do almost everything i do on my regular computer,0
1126,i used multiple windows for hours and hours and barely put a dent in the battery,0
1127,so just load up an sd card with music using your regular pc before you hit the road with the chromebook,0
1128,the product said gb diskspace however a check on device revealed gb of disk space and usable is less than gbkeyboard faled n less than weeks,0
1129,battery lasts all day so the charger stays at home one less thing in the backpack,0
1130,the second unit i received couldnt even make it past the initial system setup without crashing and giving me the bsod,0
1131,giving me back gb installed my programs on an external hd when done had around gb on the machine,0
1132,if the next asus does the same im switching brands,0
1133,iafter opening and setting up laptop the battery would die within minutes less than,0
1134,it worked for about a week and now all i get is the blank blue screen when i turn it on,0
1135,hp execs should be publicly shamed for delivering inferior products and tolerating shabby quality control,0
1137,as i am still outside of the usa there is no way for me to call or get support,0
1139,for the next few hours i wrestled with trying to install synapsis drivers by elan from the acer site and some others without success,0
1140,the battery lasts less than hours,0
1141,i left the tablet with pen attached in my backpack walked for a few hours and when i went to use it it had been torn off,0
1142,a year and a half later and still have it,0
1143,i fully charged it and was using it for a couple of hours and it still had about half of the battery left,0
1144,in the months ive had this device ive never gotten it to work properly and have wasted hours and hours dealing with customer support,0
1145,they arent like a regular computer,0
1146,months in and it began to freeze on me randomly blank screens blue screens error messages galore,0
1147,update ive had the computer for less than a month and now im starting to get error screens at boot up,0
1148,the driver and graphics card ceased to function after less than months,0
1149,last i looked the model listing on their website had no files under support,0
1150,id made it stars if asus support had publicly addressed this well know issue,0
1151,otherwise the public should not be buying your product,0
1152,i had it for less than a year before it started malfunctioning,0
1153,the kids dont feel anything is missing for them on this computer,0
1154,i received the computer last week,0
1155,chromebooks even the cheapest chromebook is isnt convertible doesnt have windows has less space and has a crappy tn screen,0
1156,the power seems to last for a while without needing to be recharged,0
1157,the battery last about hours with regular usage,0
1158,also the battery is internal to the case and is not removable created out of flat cellphone style batteries,0
1159,i can be at power and back up to in less than an hour cons the dimensions of the chromebook,0
1160,i used it probably less than ten times when days after purchase the screen stopped working,0
1161,i just want to have some extra ram for the times it could be useful,0
1162,get the warranty protection but warranty customer service is less than desirable,0
1163,the keyboard is solid as is the touchscreen and overall assembly,0
1164,expect this computer to last years max,0
1165,it is as if i am placing the cursor at screens edge but this actually happens with cursor in the middle of the screen,0
1166,i decided to update my i asus laptop to this last year,0
1167,it would be great for doing homework browsing the net email light gaming social media and sending with your child to college,1
1168,any time you need programs on there like for schools the unit takes to long to startupas long no additional program are put on and only for online viewing it will work would be a lot better to have a touchscreen on it to make it somehow workable,1
1169,i actually bought it for my visually impaired mother to stream to her big screen tv,0
1170,i bought one last year and got another one for my wife,0
1171,the screen came damaged and i had to ship it back and pay an extra to get it repaired,0
1172,i bought it then few weeks later the outer cover detached from the screen,0
1173,lenova adapter was no use what i received in less than months it stopped working and battery was not getting charged,0
1174,when you turn it back on i have to restart it because after a blue screen the computer cant detect wifi signals,0
1175,i just got the package today and its missing a screw on the back and there are smudges on it,0
1176,ive been using the computer every day for the last and weeks with zero problems,0
1177,this will be my last ms operating system,0
1178,battery does not last as advertised,0
1179,now for sure its not super cheap thats why i think it would be great if samsung could lower the retail price to about then i really think it should be a no brainer,1
1180,they say once you go mac you dont go back well ive read some of the reviews and quite a few mac people have converted to this computer,0
1181,my girl owns a sony vaio i got her last year and i cant stand typing on that thing,0
1182,needed a lightweight laptop for work and school and something reliable for multiple uses with ability to project multimedia to a second monitor for regular multitasking i rely on to cut my work time down radically a third to a half,0
1184,if youre going to be staring at a terminal all day or programming then this should be less of an issue,0
1185,it is quite possible that i would be able to upgrade if i did not have bitdefender security installed but it is necessary to protect my information while browsing the web,1
1186,so now i have something even less functional as a computer than my iphone,0
1187,if need be i can just buy another one next year and probably for less being that since ive purchased it the price has gone from to,0
1188,it would be nice to have a higher resolution screen but it is good enough and the brightness is absolutely fine,1
1189,also supported is australian scrolling where two finger scrolling will scroll the screen in the same direction your fingers are going like a smartphone,0
1190,i spent two hours trying to figure it out then contacted asus who took three days over a non working website to get back to me,0
1191,i have had windows for the last years,0
1192,expect it to be at the same battery level you left it when you put it to sleep,0
1193,jack and usb placement i wish everything was on the left side or at least on the same side,1
1194,the regular hds installed in our laptops were lower rpms and lower seek times to save battery life,0
1195,regarding items this laptop is sleek and has a solid build must be less than,0
1196,the popups and viruses that virtually made my last microsoft based computer useles,0
1197,i have been using a hp chromebook for the last year or so and it has replaced everything else for daily use,0
1198,for me the fundamental difference between a pc and a mac is that with a pc you always feel like youre on the outside of the computer trying to work according to its system,0
1199,its probably worth disclosing that i happen to favor chromebooks for my daily non productive activities for a number of reasons i will discuss below,0
1200,it doesnt last a lot less than hours,0
1201,if you are the tech support family member and need to suggest a consumer laptop for a less technical family member the chromebook could be a godsend for you and for them,0
1202,the chromebook has an extra set of volume controls and an extra power button on the left side of the keyboard half,0
1203,i bought the laptop in the summer last year,0
1204,wi fi problemwhen connecting to some wi fi hotspots in hotels or public places the laptop will connect but show no internet connectivity,0
1205,chromebooks are the way to go they do of what of the people out there need to do regularly on a computer with of the hassles,0
1206,i bought the computer less than a month ago,0
1208,didnt even last a year for me,0
1209,i have built two gaming pcs for my wife and my friend however i have been using a macbook air for the last years so it has become my benchmark for laptop performance,0
1210,less than a month in use and the ram is corrupted,0
1211,ive had this computer for less than three months and twice ive gotten the error that chrome os is missing or damaged,0
1212,how can i complain for less than cons i didnt realize the screws on the back werent all the same size so that was a pain to try and match the holes upthe keyboard is flexy but not terribleno back lit keyboardcant beat the value,0
1213,charge it once and itll last between and hours,0
1214,i bought my hp laptop in my last year at college three years ago now and we all know that laptops arent built to last a lifetime,0
1215,is a lot to spend for a chrome book that didnt even last a year,0
1216,if this had gb of ram instead and the touchscreenqhd was replaced with regular p and it was sold for i would soooo buy this,0
1217,i bought a gb sd card to go with this to have for external storage but i havent even begun to fill the internal drive so im not worried,0
1218,overall at the price that i purchased the price it is well worth it,0
1220,my last laptop couldnt even last four hours without having to be charged up,0
1221,i have a desktop gaming rig id built a couple years back and it was starting to show its age so i decided my next computer was going to one i could sit on the couch to play,0
1222,i use a usb wireless mouse anyway but it would be nice if the mouse was nicer,1
1223,after about months outside the year warranty the computer started dying between battery,0
1224,the cds i received with windows basically killed the computer and it took a professional to reinstall everything,0
1225,i have had this computer for less than six weeks,0
1226,i would have to physically take apart the bottom of the computer and remove the battery cable put it back and assemble the bottom and the computer would turn back on,0
1227,after notifying dell that i had just purchased this laptop last aug they said that their warranty started as soon as the retailer purchased the laptop in this case,0
1228,so far have not had a issue it runs just as good as my asus gaming laptop now only down side would be the screen is a bit weird of a color you can fix it by messing with the display settings to get it less green also i did have to switch settings to use the nvidia processor in the nvidia control panel once i did so runs even better,1
1229,ive been in contact with the apple customer support team for the last months or so,0
1231,compared with kodi the vlc player is much less processor intensive both with mp and mkv files,0
1232,in around an hour or less so i dont mind no triple screen does not work and i was not expecting it to work,0
1233,it will not last up to hours like said on description,0
1234,overall i think this thing is definitely worth the price,0
1235,no windows laptop offers comparable specs at the same price,0
1236,this will be my last dell purchase in my lifetime,0
1237,battery works about hours of regular web surfing gaming is less about hours with the fans,0
1238,after having this computer for a week i was about to rate it stars but things have improved in the last few days,0
1239,since people generally give reviews right after they receive a product i think it would be great to give people an idea of how a product is running a month and a half into ownershipthe first thing i would like to mention is lag time,1
1240,going for a tb ssd next same brand,0
1241,i initially checked out some chrome books but those devices are basically toys gui interface almost exclusively celeron cpu and gb ram were big turn offs for me,0
1242,battery life is realistically less than hours with highest brightness,0
1243,i tried to contact customer support and they basically told me that it was a motherboard failure something that would be very expensive to fix that practically crippled my system that it wasnt their fault and i was on my own i have never owned a system that becomes practically crippled in a year,1
1244,it shipped to my apartment in less than two business weeks the day before we left which is why i even gave it a two star,0
1245,had to send it back after owning it for less than a year,0
1246,they are now selling the laptop for less and will also not honor the price drop,0
1247,i read in a previous review where this item was compared to a ford f ive owned several f s and have found them to be reliable efficient workhorses that got the work done,0
1248,i bought this netbook in september of last year,0
1249,ive sworn by hp for years but this will be my last purchase,0
1250,weve had this computer for less than weeks,0
1251,not the hp i bought a few years back,0
1252,i did purchase it at wal mart it lasted less then a year,0
1253,last ssds have dropped in price quite a bit so i cant imagine why that wasnt standard,0
1254,it has its limitations but once you adapt to them and see instead the benefits of this machine you will probably never want to go back to a regular computer,0
1255,this last part doesnt factor into my review,0
1256,one last note i tried connecting a classroom projector to my chromebook in order to show a powerpoint presentation all to no avail,0
1257,i like this laptop but just wished the battery would last longer,0
1258,i havent installed chrome yet but it will hopefully take up less system resources,0
1259,so for example if you are looking at a blank white pagescreen it wont be clearly all white the screen will have multi colored blurs as if your screen is smearedgreasy,0
1260,however upon finding out that my university offered computer labs specifically for architects my needs for a laptop became less strenuous,0
1261,the one i received has dead line on the screen shows blue it would be otherwise a nice laptop for the price,1
1262,this is the last time i trust an acer product,0
1263,just wish the battery would last longer,0
1264,i bought this product last year and didnt use it,0
1265,theres no moving parts including the absence of a fan so its virtually silent,0
1266,as i have volunteered for a local senior center teaching computers i would say i have the ability to teach,0
1267,next thing you know my computer died last week and would not charge at all,0
1268,if this model was less i would recommend it to anyone,0
1269,i have used a dell at my office the last years i soley trust this brand,0
1270,i have never owned a computer that turns itself off when it wants to and will not turn back on unless it wants to,0
1271,hours under regular use,0
1272,my wife home schools our kids and has been using google docs for the last couple of years to keep spreadsheets on progress and scores,0
1273,excuse the typos i typed all this on my iphone via diabetic index finger,0
1274,i do plan to carry it occasionally to some events but not daily so the weight is not a problem for me,0
1275,i already sent my computer back once to have the jack replaced and now the second ones breaking down,0
1276,i havent touched my regular office computer since i got this,0
1277,it may be missing the windows program,0
1278,however the item is less by at dell,0
1279,they did offer to charge me to fix a battery that showed or less wear on a diagnostic and that should be working,0
1280,i installed windows to this drive last wednesday and today while i was closing battlefield my computer shut off,0
1281,lastly its interconnectivity,0
1282,last lenovo product i will ever purchase,0
1283,do you want to know why all of the computer magazines rated this as the ssd for the last few months,0
1284,i already set the computer back to factory settings several times and still having the same issues,0
1285,makes me wonder if the battery will last,0
1286,if cpu intensive tasks are a thing you do regularly you should be looking at intel i laptops not any of these chromebooks,0
1287,then just a few nights ago i bent the screen back by accident though not outside the range it was designed to bend,0
1288,in fact hes dropped it multiple times over the last year,0
1289,screen has patch of missing pixels after months of use,0
1290,edit after years of using it daily and almost never turning it off i replaced my whitebook with a retina mbp three years ago but the ol mb still handles basic computer tasks effortlessly,0
1291,this lasted longer than our last chromebook but still didnt last years,0
1292,so i will troubleshoot that and hopefully can use that eventually as a backup drive,1
1293,i had in the last years a windows based laptop,0
1294,in less than years i have had it in for repairs times,0
1295,it will work once if i wipereinstall the product never on subsequent boots,0
1296,in less than ten minutes i had linux installed and running with no issues,0
1297,i put it in my mac mini and now it boots in less than seconds program launches seem instantaneous,0
1299,i already have a few chromebooks of varying sizes but i have been intrigued by the flip since it was introduced last year,0
1300,the last thing i need is another computer but chromebook called to me,0
1301,i also just purchased gb of ram which i will be inserting into my mac manually within the next few days another review on that soon to come,0
1302,i downgraded this to two stars because of the bogus words that the battery will last hours,0
1303,overall if youre a student on a budget looking for a reliable computer a refurbished macbook air is a reliable option and worth the money,0
1304,before i started school last year i picked up a refurbished lenovo t and replaced its hdd with a spare ssd,0
1305,the ram is also less than described,0
1306,cons i have had it less than hours and the computer is unusable because of windows even after the update,0
1307,in fact two regular drives do not compare,0
1308,theres no excuse for a laptop in this price range not to be made out of aluminum,0
1309,ive watched several movies already as well as used microsoft office not the trial version thats included but one i had purchased previously,0
1310,the battery last forever and it turns on a second,0
1311,now im outside of warranty,0
1312,the standard reply is go to the web fish around spend a few hours maybe youll find something mabe you wont,0
1313,update laptop has just had its fourth blue screen while watching malcolm in the middle on netflix,0
1314,update august my computer has been crashing on a regular basis once or twice a day and i have contacted the seller,0
1315,took a break shut it down and came back a couple of hours later,0
1316,after less than years it has died,0
1317,i could not get used to the os system could not drag and drop files,0
1318,the last one i used for years,0
1319,with its portability retina display sleekness and overall quality it makes the journey of purchasing worth every penny,0
1320,windows drivers will work too if any are missing,0
1321,you will find idvd missing from the installed ilife package,0
1322,in addition a lot of blows in the package from the outside,0
1323,some of these changes can be made sans software but to me it was like a big samsung middle finger to me as an amd user,0
1324,it freezes on websites regularly and i have to control alt delete to kill the session multiple times in an hour,0
1325,it would be nice for future models to have a means of upgrading the drive or adding internal storage,1
1326,everything can be run like its a regular desktop and then grab it and go when i need to and still have portability,0
1328,pro star offers the upgrade to the evo for i bought the same one here on amazon for upgrading to gb ram through prostar is another,0
1329,it still left me with three extra slots one on the dongle a one on the hub and one on the laptop itself,0
1330,reality we spent hours and hours working with two of them from the same store locally and both had issues,0
1331,i noticed they were sold out of a few and a slot with the asus c info card was missing the display unit,0
1332,entertainment is second on the list i had to uninstall a few lenovo programs that were causing windows compatibility issues,0
1333,i just received my package last wednesday may,0
1334,addendum had motherboard failures in less than years,0
1335,had computer less than days and it locks up stating needs repair,0
1336,it would be great if i could edit the recording software key and make it launch my own software and make the steam key launch the desktop version of steam,1
1337,died after less than one year of ownership,0
1338,youd expect a rpm drive to be a bit of a drag on performance,0
1339,i was hesitant to buy a chromebook when i looked at them last year,0
1340,but missing the touch screen feature already,0
